,id,sponsor,event,venue,place,date,location,page_count,dish_count
6170,22921,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",1/22/1901,Tampa Bay Hotel,2,50
6171,22922,AMERICAN INSTITUTE OF MINING ENGINEERS,BANQUET,PROF;,THE ARLINGTON; WASHINGTON,1890-02-20,American Institute Of Mining Engineers,6,16
6172,22923,CHICAGO AUTOMOBILE CLUB,DINNER,SOC;,"AUDITORIUM HOTEL, (CHICAGO, IL?)",11/8/1906,Chicago Automobile Club,2,21
6173,22924,HAMBURG-AMERIKA LINIE,HAUPTMAHLZEIT-DINNER,COMMERCIAL,"AN BORD DER ""AMERIKA""",7/24/1906,Hamburg Amerika Linie,4,30
6174,22925,EPISCOPALIAN CLUB,DINNER,RELIG;,"BRUNSWICK,THE,BOSTON,[MASS]",1897-11-29,Episcopalian Club,4,29
6176,22927,RHODE ISLAND STATE FEDERATION OF WOMEN'S CLUBS,1ST ANNUAL BREAKFAST,SOC;,"TROCADERO;PROVIDENCE,RI.",1895-04-20,Rhode Island State Federation Of Women's Clubs,4,10
6177,22928,AMERICAN PHARMMCEUTICAL ASSOCIATION,"FIFTY-FIFTH ANNUAL MEETING, SHORE DINNER",PROF;,"""DREAMLAND"", CONEY ISLAND, NY",9/6/1907,American Pharmaceutical Association,2,11
6178,22929,GHENT CLUB,OPENING BALL,SOC;,"NORFOLK, VA",11/1/1905,Ghent Club,8,65
6179,22930,CONNECTICUT TYPOTHETAE,THIRTEENTH ANNUAL DINNER,PROF;,"TONTINE HOTEL, [NEW HAVEN, CT]",1/16/1901,Connecticut Typothetae,4,19
6180,22932,SAWDUST CLUB,GRAND TESTIMONIAL BANQUET TO MR. ROBERT FITZSIMMONS BY HIS NEW YORK FRIENDS AND ADMIRERS,SOC;,"HOTEL BARTHOLDI, NEW YORK, NY",1897-04-16,Sawdust Club,4,35
6181,22933,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",3/2/1901,Tampa Bay Hotel,4,51
6182,22934,CANADIAN PACIFIC RAILWAY COMPANY,BREAKFAST,COMMERCIAL,S.S. MANITOBA,1/1/1900,Canadian Pacific Railway Company,2,22
6183,22935,QUISISANA HOTEL,DINNER,COMMERCIAL,SWIITZERLAND,7/11/1905,Quisisana Hotel,2,20
6184,22936,THIRD PANEL SHERIFF'S JURY,ANNUAL DINNER,POL;,DELMONICO'S NY,1898-02-17,Third Panel Sheriff's Jury,6,33
6185,22937,THE WALDORF,BREAKFAST,COMMERCIAL,[NYC],1896-04-22,The Waldorf,2,120
6186,22938,CHAMPLAIN HOTEL,LUNCHEON,COM,"CLINTON COUNTY, NY",8/13/1901,Champlain Hotel,2,43
6187,22939,HOTEL ST. GEORGE,DINNER,COMMERCIAL,"NYACK-ON-HUDSON,NY",1894-04-28,Hotel St. George,2,16
6188,22941,HAMBURG-AMERIKA LINE,LUNCH,COMMERCIAL,"ENROUTE STEAMER ""FURST BISMARCK""",1899-12-08,Hamburg Amerika Line,2,28
6189,22942,MUNICIPALITY OF SAINT PAUL,BANQUET ON COMPLETION OF NORTHERN PACIFIC RAILROAD,GOVT,HOTEL LAFAYETTE,1883-09-03,Municipality Of Saint Paul,2,19
6190,22943,NORTH CAROLINA PINE ASSOCIATION INC.,BANQUET,PROF;,"MONTICELLO HOTEL,NORFOLK,VA;",3/14/1906,North Carolina Pine Association Inc.,4,15
6191,22944,CONNECTICUT SOCIETY SONS OF HE AMERICAN REVOLUTION,SIXTH ANNUAL DINNER,PATR;,NORWICH [CT],1895-02-22,Connecticut Society Sons Of He American Revolution,4,21
6192,22945,COLUMBIA GOLF CLUB,FELLOWSHIP BANQUET,SOC;,"THE RALEIGH, WASHINGTON DC",1/8/1906,Columbia Golf Club,6,22
6193,22949,MEMBERS OF THE ARLINGON CLUB,SUPPER GIVEN TO MR. LOUIS JAMES & MR. FREDERICK WARDE,SOC;,"ARLINGON CLUB, PORTLAND, OR",1899-03-11,Members Of The Arlingon Club,11,24
6194,22950,GRAND HOTEL,DINNER MENU,COMMERCIAL,"LONDON, ENGLAND",1898-06-04,Grand Hotel,2,25
6195,22951,ROYAL PONCIANA,DINNER,COMMERCIAL,"PALM BEACH, FL",1091-01-27,Royal Ponciana,2,68
6196,22952,HOTEL COLONIAL,DINNER,COMMERCIAL,"NASSAU, THE BAHAMAS",1/28/1901,Hotel Colonial,2,53
6197,22955,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",1/21/1901,Tampa Bay Hotel,2,48
6198,22956,MASTERS OF THE THIRD MASONIC DISTRICT,"DINNER TENDERED TO R.W. WALTER F. SYKES, D.DGM",SOC;,"AURORA GRATA CLUB, BROOKLYN, NY",1898-04-23,Masters Of The Third Masonic District,8,29
6199,22957,RAILWAYS OF CHICAGO,BANQUET TO INTERNATIONAL RAILWAY CONGRESS,PROF;,"THE AUDITORIUM, [CHICAGO, IL]",5/20/1905,Railways Of Chicago,32,26
6201,22959,LOVING  CUP CLUB,DINNER,SOC;,"'SPRINGSIDE"",ORANGE, NJ;",1899-11-04,Loving  Cup Club,2,31
6202,22960,?,BREAKFAST,COMMERCIAL,"ST.SAUVEUR,BAR HARBOR,MAINE",9/1/1905,St. Sauveur,2,33
6203,22962,GERMAN UNION LOGE,75TH ANNIVERSARY BANQUET AND BALL,SOC;,"TEUTONIA ASSEMBLY ROOMS, [NEW YORK, N.Y.]",1894-04-14,German Union Loge,8,25
6204,22963,MEXICAN-AMERICAN S.S. CO.,LUNCHEON GIVEN ABOARD IN VERA-CRUZ HARBOR IN HONOR OF VISITING DELEGATES TO THE CONVENTION OF THE AMERICAN PUBLIC HEALTH ASSOCIATION IN MEXICO CITY,COMMERCIAL,S.S. CITY OF TAMPICO,12/14/1906,Mexican American S.S. Co.,2,17
6205,22964,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,STEAMSHIP KAISER WILHELM DER GROSSER,1899-11-20,Norddeutscher Lloyd Bremen,2,65
6206,22965,RUBINSTEIN CLUB,FOURTH ANNUAL WHITE BREAKFAST,SOC;,"WALDORF-ASTORIA, NEW YORK CITY",5/4/1907,Rubinstein Club,2,15
6207,22966,CHAMBER OF COMMERCE,115TH ANNIVERSARY,PROF.,"DELMONICO, [NEW YORK, NY?]",1883-05-08,Chamber Of Commerce,4,29
6208,22967,HARLEM DEMOCRATIC CLUB,BANQUET,POL,"CLUBHOUSE, NEW YORK",1887-12-29,Harlem Democratic Club,4,40
6209,22968,U.S.M.S. NEW YORK,LUNCHEON,COMMERCIAL,U.S.M.S. NEW YORK,2/6/1900,U.S.M.S. New York,2,100
6210,22969,MILLS HOTEL,"DAILY MENU, DINNER",COMMERCIAL,"7TH AVENUE & 36TH STREET, NEW YORK CITY",11/22/1907,Mills Hotel,2,60
6211,22970,R.M.S.OCEANIC,DINNER,COMMERCIAL,EN ROUTE,8/27/1905,R.M.S.Oceanic,4,24
6212,22971,GILLESPIE'S RESTAURANT,DAILY MENU,COMMERCIAL,"266 8TH AVENUE, BETWEEN 23RD & 24TH STS, OPPOSITE GRAND OPERA HOUSE, NEW YORK CITY",1/1/1907,Gillespie's Restaurant,6,257
6213,22974,DR. JOSE A. PRESNO Y BASTIONY,DECIMO ANIVERSARIO DE LA REVISTA DE MEDICINA Y CERUGIA DE LA HABANA,PROF;,"EL LOUVRE RESTAURNT, HAVANA, CUBA",9/16/1905,Dr. Jose A. Presno Y Bastiony,4,10
6214,22976,CONSULS OF FRANCE AND ITALY,"SPECIAL DINNER COMMEMORATIVE OF THE VISIT OF THE ITALIAN CRUISER ""ETTORE FIERAMOSRA""",GOVT;,"THE DUTCH ROOM OF THE MAJESTIC GROTTO, PHILADELPHIA, PA",11/15/1906,Consuls Of France And Italy,4,19
6215,22977,THE LAKEWOOD,LUNCH,COMMERCIAL,LAKEWOOD NJ,1893-03-18,The Lakewood,2,63
6216,22978,M.F. LOYNS DINING ROOMS,DAILY MENU,COMMERCIAL,"259 & 261 BOWERY, NEW YORK CITY",12/25/1906,M.F. Loyns Dining Rooms,4,29
6217,22979,NORTH WESTERN HOTEL,DAILY MENU,COMMERCIAL,"DUBLIN, IRELAND",6/12/1907,North Western Hotel,2,13
6218,22980,HOTEL NORMANDIE,THANKSGIVING DINNER,COMMERCIAL,"DETROIT, MI",11/30/1905,Hotel Normandie,2,40
6220,22984,ALCAZAR HOTEL,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",3/14/1901,Hotel Alcazar,2,45
6221,22985,EMPIRE STATE SOCIETY SONS OF THE AMERICAN REVOLUTION,FOURTH ANNUAL BANQUET,PATR;,DELMONICO'S [NY],1896-01-03,Empire State Society Sons Of The American Revolution,16,24
6222,22986,CUNARD LINE,BREAKFAST,COMMERCIAL,R.M.S. CAMPANIA,2/11/1900,Cunard Line,2,96
6223,22988,NEW GLADSTONE,LUNCHEON,COMMERCIAL,NARRAGANSETT PIER R.I.,1899-08-28,New Gladstone,2,36
6224,22989,AUDITORIUM,DINNER,COMMERCIAL,"236 WEST 116TH STREET, NEW YORK",12/21/1905,Auditorium,2,177
6225,22990,U.S. NATIONAL MUSEUM,[LUNCH FOR NATIONAL ACADEMY OF SCIENCES],OTHER (MUSEUM),"MUSEUM CAFE, WASHINGTON, D.C.",4/18/1901,U.S. National Museum,2,22
6226,22998,VENDOME HOTEL,CHRISTMAS DINNER,COMMERCIAL,NY,1899-12-25,Vendome Hotel,4,54
6228,23004,THE LOTOS CLUB,DINNER,SOC;,[NEW YORK],3/23/1907,The Lotos Club,2,15
6229,23006,A FEW OF HIS FRIENDS,WELCOME HOME DINNER TENDERED TO THE HONORALBE ROBERT A. VAN WYCK,OTHER (GROUP OF FRIENDS);,"NATIONAL DEMOCRATIC CLUB, (?NEW YORK, NY)",10/9/1906,A Few Of His Friends,8,25
6230,23007,PONCE DE LEON HOTEL,DINNER,COM,[FLA.],1899-02-24,Hotel Ponce De Leon,2,45
6231,23008,COMMITTEE OF THE COOKS AND PASTRY COOKS ASSOCIATION OF NEW YORK,COMPLIMENTARY DINNER TO THE REPRESENTATIVES OF THE PRESS OF NEW YORK,PROF;,"MUSCHENHEIM'S, NEW YORK, NY",1892-01-03,Committee Of The Cooks And Pastry Cooks Association Of New York,4,25
6232,23009,EBBITT HOUSE,FOURTH OF JULY DINNER,COMMERCIAL,"WASHINGTON, DC",1898-07-04,Ebbitt House,4,39
6233,23010,COLLEGE OF PHARMACY OF THE CITY OF NY,63RD ANNUAL DINNER,EDUC;,"DELMOMICO'S,NY",1892-02-25,College Of Pharmacy Of The City Of Ny,4,22
6234,23012,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,NEW YORK,1896-11-12,Hotel Marie Antoinette,2,156
6235,23013,EDWARD F. LANG'S LADIES' AND GENT'S LUNCH ROOM AND RESTAURANT,BREAKFAST AND SUPPER,COMMERCIAL,NY,1/26/1900,Edward F. Lang's Ladies' And Gent's Lunch Room And Restaurant,4,245
6236,23014,RED STAR LINE,BREAKFAST,COMMERCIAL,ABOARD S.S. FRIESLAND,2/2/1900,Red Star Line,2,24
6238,23016,GEORGE THOMSON WILSON,DINNER TO PATRICK FRANCIS MURPHY,SOC;,DELMONICO'S [NEW YORK],1/3/1906,George Thomson Wilson,8,22
6239,23017,HOLLAND SOCIETY OF NEW YORK,14NTH ANNUAL DINNER,SOC;,SHERRY'S NY,1899-01-11,Holland Society Of New York,4,41
6240,23018,IMPERIAL RESTAURANT,DINNER,COMMERCIAL,"83 SECOND AVENUE, NY",1/8/1900,Imperial Restaurant,2,24
6241,23019,FRIENDLY SONS OF ST PATRICK,107TH ANNIVESARY DINNER,REL;,DELMONICO'S NY,1891-03-17,Friendly Sons Of St Patrick,12,32
6242,23020,BECKMAN & PUNCHARD,SUNDAY DINNER,COM,"PARKER HOUSE, BOSTON,MASS",1887-11-13,Beckman & Punchard,4,469
6243,23021,CIE TRANSATLANTIQUE,DINNER,COMMERCIAL,SS LA CHAMPAGNE,1/28/1900,Cie Transatlantique,6,34
6244,23022,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,SS HOHENZOLLERN,3/29/1901,Norddeutscher Lloyd Bremen,4,36
6245,23023,HAMBURG-AMERIKA LINIE,DINNER;,COMMERCIAL,EN ROUTE ABOARD MAIL STEAMER GRAF WALDERSEE,2/7/1900,Hamburg Amerika Linie,4,28
6246,23024,CORINTHIAN SAILING CLUB OF MONTREAL,2ND ANNUAL DINNER,SOC;,QUEEN'S HOTEL,1895-03-30,Corinthian Sailing Club Of Montreal,4,45
6247,23025,CARLTON CLUB,DINNER,SOC;,BROOKYN NY,1898-02-21,Carleton Club,4,29
6248,23026,MILITARY ORDER OF THE LOYAL LEGION,DINNER,MIL;,"THE HOLLENDEN, CLEVELAND; OH",1897-06-03,Military Order Of The Loyal Legion,4,18
6250,23029,NELSON HOUSE,DINNER,COMMERCIAL,"POUGHKEEPSIE,NY",1895-04-29,Nelson House,2,45
6252,23031,ST. GEORGE'S SOCIETY,94TH ANNIV.,SOCIAL CLUB?,NEW YORK CITY; DELMONICO'S,1880-04-23,St. George's Society,4,22
6253,23033,RUTGERS COLLEGE ALUMNI ASSOCIATION OF THE CITY OF NEW YORK,ANNUAL DINNER,EDUC;,"PLAZA, THE",2/14/1908,Rutgers College Alumni Association Of The City Of New York,10,17
6254,23034,NORDDEUTSCHER LLOYD BREMEN,SPEISENFOLGE,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",4/17/1901,Norddeutscher Lloyd Bremen,4,32
6257,23038,LOGAN HOUSE,CHRISTMAS DINNER,COMMERCIAL,"ALTOONA, PA",1898-12-25,Logan House,4,36
6258,23039,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,2/11/1900,Red Star Line,2,52
6259,23040,U.S.S. LOUISIANA,DAILY MENU,NAV;,AT SEA,11/18/1906,U.S.S. Louisiana,2,17
6260,23041,HOTEL PONCE DE LEON,LUNCHEON MENU,COMMERCIAL,"ST. AUGUSTINE, FL",1895-01-18,Hotel Ponce De Leon,2,42
6261,23044,U.S.S.RALEIGH,DINNER,COMMERCIAL,"EN ROUTE TO SHANGHI,CHINA",4/28/1906,U.S.S.Raleigh,2,10
6263,23046,THE BUSINESS MEN'S LEAGUE OF ST. LOUIS,ANNUAL MEETING,PROF;,MERCANTILE CLUB (ST. LOUIS),1/21/1908,The Business Men's League Of St. Louis,4,25
6264,23048,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",1/25/1901,Tampa Bay Hotel,2,48
6265,23050,PHILLIPS EXETER ACADEMY,SIXTEENTH ANNUAL DINNER OF NEW YORK ASSN OF ALUMNI,EDUC;,"HOTEL MANHATTAN, NY",1898-03-25,Phillips Exeter Academy,4,21
6266,23051,LAUREL-IN-THE-PINES,LUNCH,COMMERCIAL,"LAKEWOOD, NJ",3/20/1901,Laurel In The Pines,2,66
6267,23052,TRINITY COLLEGE,ANNUAL DINNER OF THE NEW YORK ALUMNI,EDUC;,"DELMONICO'S, NEW YORK, NY",1890-02-10,Trinity College,8,21
6268,23053,EMMA WILLARD ASSOCIATION,FIFTH ANNUAL BANQUET,EDUC;,"WINDSOR HOTEL, [NY]",1895-10-30,Emma Willard Association,2,14
6269,23054,INTERNATIONAL HOTEL,DINNER,COMMERCIAL,"NIAGARA FALLS,NY",1891-06-09,International Hotel,4,125
6271,23056,THE PORTLAND HOTEL,CHRISTMAS DAY DINNER,COMMERCIAL,"PORTLAND, OR",1895-12-25,The Portland Hotel,6,5
6272,23057,LAWYERS ASSOCIATION OF ALTOONA,1ST ANNUAL DINNER,PROF;,"LOGAN HOUSE; ALTOONA, PA;",1899-01-09,Lawyers Association Of Altoona,12,25
6273,23058,LESLIE M. SHAW (SECRETARY OF THE TREASURY?),DINNER TO PRESIDENT THEODORE ROOSEVELT,SOC;,THE ARLINGTON (WASHINGTON DC?),1/9/1906,Leslie M. Shaw (Secretary Of The Treasury?),2,26
6274,23059,HOTEL NORMANDIE,THANKSGIVING DINNER,COM,"WASHINGTON, D.C.",1889-11-28,Hotel Normandie,4,62
6275,23060,ST. GEORGE'S SOCIETY OF THE CITY OF NEW YORK,HUNDRD & SIXTH ANNIVERSARY,PAT;,"DELMONICO'S, NEW YORK, NY",1892-04-23,St. George's Society Of The City Of New York,4,18
6276,23061,WOMAN'S PRESS CLUB,ST. VALENTINE'S DINNER,PROF;,"HOTEL WINDSOR, FIFTH AVENUE, NY",1897-02-14,Woman's Press Club,2,23
6277,23062,FIRST PANEL SHERIFF'S JURY,ANNUAL DINNER,GOV;,SAVOY HOTEL,1899-01-14,First Panel Sheriff's Jury,6,29
6278,23063,OLD GUARD,NINTH ANNUAL BANQUET,PAT;,"HOTEL KENMORE, (?)",1892-12-01,Old Guard,4,29
6280,23065,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,SS BARBAROSSA,4/11/1901,Norddeutscher Lloyd Bremen,2,74
6281,23066,S.M.S.VINETA,BANQUET IN HONOR OF VISITORS OF S.M.S VINETA IN NEW ORLEANS,GOVT(?);,"ST. CHARLES HOTEL, NEW ORLEANS LA",1/26/1901,S.M.S.Vineta,8,31
6282,23067,HOTEL MANHATTAN,BREAKFAST,COMMERCIAL,"42ND STREET AND MADISON AVENUE, NEW YORK",1/24/1900,Hotel Manhattan,2,177
6283,23068,EMPLOYING BOOKBINDERS ASSOCIATION OF NEW YORK,NINTH ANNUAL DINNER,COMMERCIAL,"SAVOY HOTEL, NEW YORK, NY",1/27/1906,Employing Bookbinders Association Of New York,46,16
6284,23069,COMMISSIONER OF VENEZUELA NAPOLEON DOMINICI,BANQUET FOR JOHN ROONEY AND FRIENDS,GOVT;,"DELMONICO'S, NY;",1892-01-19,Commissioner Of Venezuela Napoleon Dominici,8,29
6285,23070,BRITISH ORPHAN ASYLUM,ANNIVERSARY FESTIVAL,OTHER,"WHITEHALL ROOMS, THE HOTEL METROPOLE, LONDON [ENGLAND]",1891-05-14,British Orphan Asylum,4,28
6286,23071,PAWTUCKET BOAT CLUB,ANNUAL SUPPER,SOC;,"[PROVIDENCE, RI?]",1893-01-02,Pawtucket Boat Club,4,32
6287,23073,HOLLAND-AMERICA LINE,DINNER,COMMERCIAL,EN ROUTE,7/12/1905,Holland America Line,2,49
6288,23074,THE STANDISH,"DAILY MENU, DINNER",COMMERCIAL,"WORCESTER, MA",1/6/1908,The Standish,4,16
6289,23075,FRANKFURTER GASTWIRTHE VEREIN,SPECIAL MENU,COMMERCIAL,"PALMENGARTEN,(GERMANY)",1899-03-13,Frankfurter Gastwirthe Verein,4,75
6290,23076,COMPAGNIE GENERAL TRANSATLANTIQUE,DINNER,COMMERCIAL,ABOARD PAQUEBOT LA LORAINE,6/1/1906,Compagnie Generale Transatlantique,2,38
6291,23077,AU CHAT NOIR HOTEL AND RESTAURANT,TABLE D'HOTE,COMMERCIAL,"32 WEST 28TH STREET AND 551 WEST BROADWAY, HALF BLOCK FROM BLEECKER L STATION, NEW YORK, [NY]",2/11/1900,Au Chat Noir Hotel And Restaurant,2,17
6292,23078,CHILDS',DAILY MENU,COMMERCIAL,"90 FULTON STREET, NEW YORK",6/1/1907,Childs',2,105
6293,23079,WESTCHESTER HUNTING CLUB,DINNER,SOC;,UNION CLUB NY,1893-12-09,Westchester Hunting Club,2,18
6295,23081,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,ABOARD ESPRESS STEAMER AUGUSTE VICTORIA,2/3/1900,Hamburg Amerika Linie,2,20
6296,23082,NEW YORK POST-GRADUATE MEDICAL SCHOOL,FOURTH ANNUAL DINNER,PROF;,HOTEL BRUNSWICK NY,1889-05-23,New York Post Graduate Medical School,4,24
6297,23083,ALCAZAR HOTEL,LUNCHEON,COMMERCIAL,"ST.AUGUSTINE,FLA.",2/3/1901,Hotel Alcazar,2,51
6298,23084,WINE & SPIRIT TRADES' BENEVOLENT SOCIETY,BANQUET,PROF;,"CECIL HOTEL,LONDON,ENGLAND",5/1/1906,Wine & Spirit Trades' Benevolent Society,8,29
6299,23085,HOTEL DENNIS,LUNCH MENU,COMMERCIAL,"ATLANTIC CITY, NJ",1896-08-23,Hotel Dennis,4,29
6301,23087,WALDORF-ASTORIA,A LA CARTE MENU,COMMERCIAL,NYC,10/12/1905,Waldorf Astoria,4,316
6302,23089,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,"DAMPFER ""BARBAROSSA""",4/15/1901,Norddeutscher Lloyd Bremen,2,24
6303,23090,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,2/11/1900,Red Star Line,2,16
6304,23091,ANCIENT & HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS,261ST FALL FIELD DAY,MILIT;,"CHATEAU FRONTENAC, QUEBEC, CANADA",1898-10-04,Ancient & Honorable Artillery Company Of Massachusetts,4,18
6305,23092,BOSTON MERCHANTS ASSOCIATION,ANNUAL BANQUET,PROF;,HOTEL SOMERSET,1/20/1906,Boston Merchants Association,10,26
6306,23094,(NOT NOTED),NO. IV OF FIVE SUBSCRIPTION COTILLIONS,SOC?;,SHERRY'S [NY],2/15/1901,Sherry's,2,19
6307,23095,HAMBURG-AMERIKA LINIE,LUNCHEON,COMMERCIAL,ENROUTE  ABOARD SCHNELLDAMPFER (EXPRESS-STEAMER) FURST BISMARCK,1899-12-16,Hamburg Amerika Linie,2,26
6308,23096,CHICAGO BEACH HOTEL,WASHINGTON'S BIRTHDAY DINNER,COMMERCIAL,"[CHICAGO, IL]",2/22/1901,Chicago Beach Hotel,2,28
6309,23097,SHERIFF'S JURY SECOND PANEL,DINNER,POL;,"DELMONICO'S,[NY]",1899-01-26,Sheriff's Jury Second Panel,36,30
6310,23098,AMERICAN ASSOCIATION OF FREIGHT TAFFIC OFFICERS,SECOND ANNUAL BANQUET,PROF;,"WALDORF-ASTORIA, [NEW YORK]",10/17/1906,American Association Of Freight Taffic Officers,10,25
6311,23099,WOODSTOCK INN,BREAKFAST MENU,COMMERCIAL,"WOODSTOCK, VT",1894-08-29,Woodstock Inn,2,34
6312,23101,COMPAGNIE GENERAL TRANSATLANTIQUE,"DAILY MENU, DINNER",COMMERCIAL,"ABOARD PAQUEBOT ""LA SAVOIE""",9/23/1906,Compagnie General Transatlantique,2,25
6313,23102,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,SS HOHENZOLLERN,4/20/1901,Norddeutscher Lloyd Bremen,2,76
6314,23103,U.S.S. LOUISIANA,DAILY MENU,NAV;,AT SEA,11/14/1906,U.S.S. Louisiana,2,16
6315,23105,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE,  FL",2/17/1901,Hotel Alcazar,2,46
6317,23107,THE MONTEZUMA,"DINNER FOR BOSTON COMMANDERY, KNIGHTS TEMPLAR, AND LADIES",SOC,"LAS VEGAR, HOT SPRINGS, NM",1883-08-09,The Montezuma,6,134
6318,23108,JEWELERS' LEAGUE OF NEW YORK,DINNER,COMMERCIAL,MOUQIN'S DOWN-TOWN,4/25/1901,Jewelers' League Of New York,2,20
6319,23109,NEW GLADSTONE (HOTEL),DINNER,COMMERCIAL,"NARAGANSETT PIER, RI",1899-07-21,New Gladstone (Hotel),2,40
6320,23110,BRITISH SCHOOLS AND UNIVERSITIES CLUB OF NEW YORK,BREAKFAST,EDUC;,HOLLAND HOUSE [NY],1899-12-14,British Schools And Universities Club Of New York,2,29
6321,23112,NINTH REGIMENT ARMORY,DINNER,MIL;,"RECTOR'S ,NY",4/29/1905,Ninth Regiment Armory,2,21
6322,23113,ADELPHIC COUNCIL NO.7,DINNER IN HONOR OF GEORGE MCGOWN OF PALMYRA NY,SOC;,MASONIC HALL NY,1895-06-01,Adelphic Council No.7,2,17
6323,23114,COMPANY C,PRESENTATION OF SWORD TO CAPT.A.C. BRADEN,MIL;,CLIFTON HOTEL [ST. PAUL. MN?],1892-01-11,Company C,4,16
6324,23115,MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES.  COMMANDERY OF THE STATE OF MINNESOTA,COMMEMORATION OF THE BIRTHDAAY OF ABRAHAM LINCOLN,MIL;,"HOTEL RYAN, SO. PAUL, [MINN]",1894-02-12,Military Order Of The Loyal Legion Of The United States.  Commandery Of The State Of Minnesota,6,17
6326,23117,ROYAL PALM HOTEL,LUNCHEON,COMMERCIAL,"MIAMI BISCAYNE BAY, FL",2/26/1901,Royal Palm Hotel,2,122
6327,23118,AMERICAN STREET RAILWAY ASSOCIATION,9TH ANNUAL BANQUET,PROF;,"HOTEL IROQUOIS,BUFFALO,NY",1890-10-16,American Street Railway Association,12,30
6328,23119,WALDORF-ASTORIA,LUNCHEON,COMMERCIAL,NEW YORK,10/16/1907,Waldorf Astoria,2,122
6330,23121,FIFTH AVENUE HOTEL (?),DINNER,COMMERCIAL,NEW YORK,4/3/1905,Fifth Avenue Hotel (?),2,81
6331,23122,TRUSTEES OF THE MISSOURI BOTANICAL GARDEN,10TH ANNUAL BANQUET,PROF;,"ST.NICHOLAS HOTEL,ST. LOUIS,MO;",1899-05-13,Trustees Of The Missouri Botanical Garden,2,26
6332,23123,LIBERAL UNION CLUB,DINNER,SOC;,"YOUNG'S HOTEL, [BOSTON MA?]",1888-03-30,Liberal Union Club,2,24
6334,23126,UNDERWRITERS,ANNUAL DINNER,PROF;,"THE ARLINGTON, WASHINGTON, D.C.",1890-01-29,Underwriters,2,21
6335,23128,ASSOCIATED STUDENTS OF CARROLL BREWSTER,ANNUAL DINNER,[EDUC?];,"THE BELLEVUE-STRATFORD, PHILADELPHIA, PA",1/20/1906,Associated Students Of Carroll Brewster,2,21
6336,23129,ROYAL VICTORIA HOTEL,BREAKFAST,COMMERCIAL,"NASSAU, BAHAMAS",3/13/1901,Royal Victoria Hotel,2,53
6337,23131,ST.REGIS HOTEL,DINNER,COMMERCIAL,?,3/14/1906,St.Regis Hotel,2,172
6338,23132,TENNESSEE CENTENNIAL EXPOSITION,BREAKFAST,COMMERCIAL,[SR RR]ENROUTE NASHVILLE TO WASHINGTON [DC],1897-06-13,Tennessee Centennial Exposition,2,34
6339,23134,ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK,ANNUAL BANQUET,PROF;,"BRONXLAND HOTEL, BRONX, NY",4/18/1906,Association Of The Bar Of The Borough Of The Bronx In The City Of New York,4,19
6340,23135,ROYAL PALM HOTEL,BREAKFAST,COM,"MIAMI BISCAYNE BAY,FLA.",3/7/1901,Royal Palm Hotel,2,68
6341,23136,H.D. BRISTOL'S OYSTER & CHOP HOUSE,BILL OF FARE,COMMERCIAL,362 SIXTH AVE. NY,1/10/1900,H.D. Bristol's Oyster & Chop House,4,389
6342,23137,HILLEL LITERARY ASSOCIATION,23RD ANNIVERSARY DINNER,OTHER;(LITERARY ASSOC);,"BOURSE,PHILADELPHIA,[PA]",1897-11-27,Hillel Literary Association,4,23
6343,23138,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,2/11/1900,Red Star Line,2,20
6344,23139,FIFTH AVE. HOTEL,DINNER,COMMERCIAL,23RD ST NY,1897-05-02,Fifth Ave. Hotel,2,70
6345,23140,UNION LEAGUE CLUB,SPECIAL DEWEY LUNCH,SOC;,NEW YORK [NY],1899-09-30,Union League Club,2,33
6346,23141,HOTEL CHAMPLAIN,DINNER,COMMERCIAL,CLINTON COUNTY NY,1891-08-20,Hotel Champlain,4,40
6347,23143,ST. DAVID'S SOCIETY OF THE STATE OF NY,DINNER FOR HON. ANTHONY HOWELLS,SOC;,CLARK'S [NYC?],1893-06-29,St. David's Society Of The State Of Ny,2,16
